Produkt ID,Jednostka miary,Waga brutto,Waga netto,Jednostka wagi,Objetosc,Długosc,Szerokosc,Wysokosc,Indeks wymiar jednostka,Zawartosc,Zawartosc netto,Zawartosc brutto,Marka wlasna,OKRES_PRZYDATNOSCI_DNI,JEDNOSTKA_MIARY_MAGAZYN,LICZNIK_PRZELICZ_ZAWARTOSCI,MIANOWNIK_PRZELICZ_ZAWARTOSCI,PRZELICZNIK_ZAWARTOSCI,Liczba sztuk na palecie,Liczba sztuk w opakowaniu,Liczba sztuk w kartonie,Liczba sztuk w warstwie (palety),Cena zakupu,VAT
10964691,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10964931,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10965171,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10965411,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10965651,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10965891,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10966131,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10966371,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10966611,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10966851,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10967091,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10967331,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10967811,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10968051,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10968531,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10968771,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10969011,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10969251,ST,0.4,0.4,KG,0,0,0,0,CM,KG,0.4,0.4,  ,1,ST,1,1,1,0,,,,XXX,XXX
10969491,ST,0.015,0.015,KG,0,0,0,0,CM,KG,0.015,0.015,  ,0,ST,1,1,1,0,,,,XXX,XXX
10969731,ST,0.3,0.3,KG,0,0,0,0,CM,KG,0.3,0.3,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10970211,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10970451,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10970691,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10971891,ST,0.45,0.45,KG,0,0,0,0,CM,KG,0.45,0.45,  ,0,ST,1,1,1,0,,,,XXX,XXX
10972131,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10972371,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10972611,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10972851,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10973331,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10973571,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10974291,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10974771,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10976211,ST,0,0,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10976691,ST,0.03,0.03,KG,0,0,0,0,CM,KG,0.03,0.03,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10976931,ST,0.5,0.5,KG,0,0,0,0,CM,KG,0.5,0.5,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10977171,ST,0.6,0.6,KG,0,0,0,0,CM,KG,0.6,0.6,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10977411,ST,0.077,0.077,KG,0,0,0,0,CM,KG,0.077,0.077,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10977651,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10977891,ST,0.2,0.2,KG,0,0,0,0,CM,KG,0.2,0.2,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10978131,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10978371,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10978611,ST,0.4,0.4,KG,0,0,0,0,CM,KG,0.4,0.4,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10978851,ST,0,0,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10979091,ST,0,0,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10979331,ST,0,0,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10979571,ST,0,0,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10979811,ST,0.75,0.75,KG,0,0,0,0,CM,L,0.75,0.75,  ,0,OPA,1,1,1,480,1,12,0,XXX,XXX
10980051,ST,0.001,0.001,KG,0,0,0,0,CM,,0,0,  ,0,OPA,24,1,24,10368,24,288,0,XXX,XXX
10981011,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,ST,1,1,1,0,,,,XXX,XXX
10981251,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,OPA,1,100,0.01,0,0.01,0.01,0,XXX,XXX
10981491,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,OPA,1,100,0.01,0,0.01,0.01,0,XXX,XXX
10984851,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10986531,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
60000079,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60000319,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60000559,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60000799,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60001039,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1000,XXX,XXX
60001519,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60001999,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,600,XXX,XXX
60002239,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,12,XXX,XXX
60002479,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60002719,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,600,XXX,XXX
60002959,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,16,XXX,XXX
60003199,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,600,XXX,XXX
60003439,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60003919,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60004159,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,2150,XXX,XXX
60004399,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60004639,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,600,XXX,XXX
60004879,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,20,XXX,XXX
60005359,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,20,XXX,XXX
60005599,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,800,XXX,XXX
60005839,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60006079,ST,0.001,0.001,KG,0,0,0,0,,KG,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60006559,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60006799,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,16,XXX,XXX
60007039,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60007279,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60007519,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,20,XXX,XXX
60007759,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60008239,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60008959,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,20,XXX,XXX
60009199,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60009439,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60009679,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60009919,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60010159,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60010399,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60010639,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60010879,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60011119,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60011359,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60011839,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60012079,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60012559,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60012799,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60013279,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
70000552,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
80200468,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
80200708,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
80201188,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
80201428,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
80202388,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
90900071,ST,0.01,0.01,KG,1,1,1,1,CM,,0,0,  ,0,ST,1,1,1,1,,,,XXX,XXX
9000000654,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000000894,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000001134,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000001374,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000001854,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000002334,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10000493,ST,0.1,0.1,KG,0.54,2.5,12,18,CM,KG,0.1,0.1,  ,365,OPA,20,1,20,2400,20,20,240,XXX,XXX
10000733,ST,1.383,1.383,KG,2.204,8.5,8.5,30.5,CM,L,0.75,0.75,  ,365,OPA,6,1,6,384,6,6,0,XXX,XXX
10005053,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10902187,ST,0.023,0.029,KG,0.096,0.6,11,14.5,CM,KG,0.02,0.02,  ,1095,OPA,5,1,5,5750,5,5,575,XXX,XXX
10902667,ST,0.525,0.525,KG,0.696,6.4,6.4,17,CM,L,0.5,0.5,  ,270,OPA,24,1,24,1728,24,24,216,XXX,XXX
10903387,KG,1,1,KG,8.179,24,14.2,24,CM,KG,1,1,  ,20,OPA,1,1,1,0,1,30,0,XXX,XXX
10904827,ST,0.017,0.017,KG,0.024,1.2,1.5,13.5,CM,KG,0.013,0.013,  ,300,ST,1,1,1,15600,40,40,1560,XXX,XXX
10905787,ST,0.113,0.113,KG,0.373,7.2,7.2,7.2,CM,KG,0.09,0.09,  ,360,ST,1,1,1,1500,6,6,750,XXX,XXX
10906987,ST,0.75,0.75,KG,4.148,70,39.5,1.5,CM,KG,0,0,  ,0,ST,1,1,1,0,1,20,0,XXX,XXX
10914667,ST,2.117,2.117,KG,2.208,7.5,11.5,25.6,CM,L,2,2,  ,365,ST,1,1,1,360,6,6,90,XXX,XXX
10915387,ST,0.02,0.02,KG,0.027,3,3,3,CM,KG,0,0,  ,360,OPA,55,1,55,16170,55,330,0,XXX,XXX
10916107,ST,1.096,1.096,KG,1.145,6.4,7.1,25.2,CM,L,1,1,  ,365,OPA,12,1,12,768,12,12,192,XXX,XXX
10916587,ST,0.083,0.083,KG,1.419,7.5,21.5,8.8,CM,,0,0,  ,0,OPA,5,1,5,0,5,40,240,XXX,XXX
10916827,ST,0.028,0.028,KG,0.123,2.2,5.5,10.2,CM,,0,0,  ,0,OPA,1,1,1,12000,1,500,3000,XXX,XXX
10918027,ST,0.21,0.21,KG,1.54,3.5,22,20,CM,KG,0.183,0.183,  ,360,OPA,3,1,3,420,3,6,84,XXX,XXX
10919707,ST,0.065,0.071,KG,0.913,9.8,11.5,8.1,CM,KG,0.05,0.05,  ,371,OPA,8,1,8,1440,8,8,96,XXX,XXX
10919947,ST,0.652,0.652,KG,6.76,13,26,20,CM,,0,0,  ,0,OPA,1,1,1,270,1,9,27,XXX,XXX
10920667,ST,0.42,0.42,KG,2.348,6.5,16.8,21.5,CM,KG,0.42,0.42,  ,240,OPA,8,1,8,448,8,8,64,XXX,XXX
10921387,ST,0,0,KG,0.919,6.2,6.2,23.9,CM,L,0.5,0.5,  ,270,ST,1,1,1,0,15,15,0,XXX,XXX
10927147,ST,0.04,0.04,KG,0.079,2.5,3.5,9,CM,KG,0.03,0.03,  ,730,OPA,20,1,20,20480,20,320,2560,XXX,XXX
10927867,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10928107,ST,1.2,1.2,KG,1.716,7.5,7.5,30.5,CM,L,0.75,0.75,  ,0,OPA,1,1,1,720,1,12,144,XXX,XXX
10928347,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10928587,ST,1.03,1.03,KG,1.943,8.2,8.2,28.9,CM,L,1,1,X ,9999,OPA,8,1,8,544,8,8,136,XXX,XXX
10928827,ST,0.28,0.28,KG,0.379,5.3,5.3,13.5,CM,L,0.25,0.25,X ,365,OPA,24,1,24,2880,24,24,288,XXX,XXX
10929307,ST,0.15,0.15,KG,2.24,14,8,20,CM,KG,0.14,0.14,  ,53,OPA,6,1,6,720,6,6,120,XXX,XXX
10929787,ST,0.025,0.025,KG,0.11,2.3,5.5,8.7,CM,,0,0,  ,0,OPA,10,1,10,17500,10,250,1250,XXX,XXX
10930027,ST,0.31,0.322,KG,0.688,6.1,6.1,18.5,CM,KG,0.29,0.29,  ,26,OPA,6,1,6,1512,6,6,252,XXX,XXX
10930987,ST,1.066,1.066,KG,1.909,8.1,8.1,29.1,CM,L,1,1,  ,360,OPA,15,1,15,750,15,15,150,XXX,XXX
10931227,ST,1.25,1.25,KG,1.791,7.6,7.6,31,CM,L,0.75,0.75,  ,0,OPA,1,1,1,480,1,6,120,XXX,XXX
10931467,ST,0.91,0.91,KG,1.226,7.5,15,10.9,CM,KG,0.8,0.8,  ,730,OPA,12,1,12,792,12,12,0,XXX,XXX
10931707,ST,0.09,0.09,KG,0.182,3.3,8.6,6.4,CM,L,0.09,0.09,  ,0,OPA,12,1,12,3744,12,12,624,XXX,XXX
10931947,ST,0.459,0.459,KG,2.64,7.5,16,22,CM,KG,0.45,0.45,  ,305,ST,1,1,1,0,10,10,0,XXX,XXX
10932187,ST,0.25,0.25,KG,0.914,19,13,3.7,CM,KG,0.23,0.23,  ,14,OPA,1,1,1,768,1,8,128,XXX,XXX
10932427,ST,0.44,0.44,KG,0.006,5.4,5.4,21,CM,L,0.25,0.25,  ,365,OPA,12,1,12,1440,12,12,288,XXX,XXX
10933627,ST,0.7,0.7,KG,1.646,7.6,7.6,28.5,CM,KG,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10933867,ST,0.06,0.06,KG,1.342,8,7.8,21.5,CM,KG,0.06,0.06,  ,0,OPA,2,1,2,1296,2,72,216,XXX,XXX
10934107,ST,0.033,0.033,KG,0.182,2.8,13.8,4.7,CM,KG,0.03,0.03,  ,305,OPA,36,1,36,5184,36,36,864,XXX,XXX
10934347,ST,0.161,0.161,KG,1.518,2,23,33,CM,KG,0.15,0.15,  ,365,OPA,15,1,15,750,15,15,150,XXX,XXX
10936267,ST,0.086,0.086,KG,0.84,4,10,21,CM,,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10937227,ST,0.1,0.1,KG,0.441,1.5,12.5,23.5,CM,KG,0.07,0.07,  ,50,OPA,6,1,6,864,6,12,144,XXX,XXX
10937707,ST,0.421,0.421,KG,1.006,9.5,14.5,7.3,CM,KG,0.4,0.4,  ,67,OPA,1,1,1,768,1,8,64,XXX,XXX
10938427,ST,0.125,0.125,KG,0,0,0,0,CM,KG,0.125,0.125,  ,0,ST,1,1,1,0,,,,XXX,XXX
10941307,ST,0.78,0.78,KG,0,0,0,0,CM,L,0.78,0.78,  ,0,ST,1,1,1,0,,,,XXX,XXX
10942268,ST,0.3,0.3,KG,0,0,0,0,CM,KG,0.3,0.3,  ,0,ST,1,1,1,0,,,,XXX,XXX
10942988,ST,0.29,0.29,KG,0,0,0,0,CM,KG,0.29,0.29,  ,0,ST,1,1,1,0,,,,XXX,XXX
10943468,ST,0.4,0.4,KG,0.819,3.5,13,18,CM,KG,0.4,0.4,  ,0,ST,1,1,1,0,6,6,0,XXX,XXX
10944428,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10944668,ST,0.5,0.5,KG,0,0,0,0,CM,KG,0.5,0.5,  ,0,ST,1,1,1,0,,,,XXX,XXX
10944908,ST,0.25,0.25,KG,0,0,0,0,CM,KG,0.25,0.25,  ,0,ST,1,1,1,0,,,,XXX,XXX
10945388,ST,0.045,0.045,KG,0,0,0,0,CM,KG,0.045,0.045,  ,0,ST,1,1,1,0,30,30,0,XXX,XXX
10945628,ST,0.365,0.365,KG,0.396,1,16.5,24,CM,KG,0,0,  ,0,OPA,3,1,3,1620,3,54,432,XXX,XXX
10946828,ST,0.164,0.164,KG,2.436,14.5,12,14,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10948028,ST,0.1,0.1,KG,0,0,0,0,CM,L,0,0,  ,0,ST,1,1,1,0,1,1,9600,XXX,XXX
10948268,ST,0.1,0.1,KG,0,0,0,0,CM,L,0,0,  ,0,ST,1,1,1,0,1,1,9600,XXX,XXX
10948508,ST,0.1,0.1,KG,0,0,0,0,CM,L,0,0,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10948988,ST,0.04,0.04,KG,0,0,0,0,CM,KG,0.04,0.04,  ,0,ST,1,1,1,0,1,1,9600,XXX,XXX
10949468,ST,0.17,0.17,KG,0,0,0,0,CM,KG,0.17,0.17,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10950908,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0,0,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10951388,ST,0.502,0.502,KG,0.68,6.4,6.4,16.6,CM,L,0.3,0.3,  ,365,OPA,15,1,15,1365,15,15,195,XXX,XXX
10952108,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,1,1,9600,XXX,XXX
10952348,ST,0.15,0.15,KG,0,0,0,0,CM,KG,0.15,0.15,  ,0,ST,1,1,1,0,1,1,9600,XXX,XXX
10954028,ST,0.4,0.4,KG,0,0,0,0,CM,KG,0.4,0.4,  ,0,ST,1,1,1,0,1,1,9600,XXX,XXX
10957628,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10961468,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10961948,ST,0,0,KG,0,0,0,0,CM,KG,0.075,0.075,  ,0,ST,1,1,1,0,,,,XXX,XXX
10962188,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10963148,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10964348,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0,0,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10965548,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10966748,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10967228,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10968668,ST,0.05,0.05,KG,0.134,0.7,8,24,CM,KG,0.05,0.05,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10968908,ST,0.82,0.82,KG,1.181,6.9,6.9,24.8,CM,L,0.5,0.5,  ,150,OPA,20,1,20,800,20,20,160,XXX,XXX
10969148,ST,0.429,0.429,KG,0.593,5.5,5.5,19.6,CM,L,0.25,0.25,  ,180,OPA,8,1,8,1680,8,8,280,XXX,XXX
10969628,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10970108,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10971068,ST,0.143,0.143,KG,0.234,3,6,13,CM,L,0.05,0.05,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10971548,ST,0.268,0.25,KG,0.338,5,5,13.5,CM,L,0.24,0.24,  ,617,OPA,30,1,30,3000,30,30,300,XXX,XXX
10971788,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10973228,ST,0.01,0.01,KG,1,5,10,20,CM,KG,0.01,0.01,  ,360,ST,1,1,1,0,6,6,0,XXX,XXX
10974188,ST,1.1,1.1,KG,1.364,7.7,7.7,23,CM,L,0.7,0.7,  ,360,OPA,6,1,6,504,6,6,150,XXX,XXX
10974428,ST,0.06,0.06,KG,87.264,0.3,14.4,20.2,CM,KG,0,0,  ,0,OPA,1,1,1,8800,1,440,1760,XXX,XXX
10974668,ST,0.1,0.1,KG,0.648,6,6,18,CM,KG,0.1,0.1,  ,0,OPA,100,100,1,0,1,1,0,XXX,XXX
10974908,ST,0.433,0.4,KG,1.44,30,12,4,CM,KG,0.4,0.4,  ,22,OPA,1,1,1,720,1,10,110,XXX,XXX
10975868,ST,0.117,0.117,KG,1.069,9,11,10.8,CM,KG,0.085,0.085,  ,360,OPA,8,1,8,1120,8,8,80,XXX,XXX
10978748,ST,0.038,0.038,KG,0.272,2.2,9.5,13,CM,KG,0.036,0.036,  ,365,OPA,22,1,22,3344,22,22,418,XXX,XXX
10979228,ST,0,0,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10979708,ST,0.077,0.078,KG,3631.65,5.5,21.3,31,CM,KG,0,0,  ,9999,OPA,1,1,1,700,1,10,100,XXX,XXX
10980428,KG,1,1,KG,2.22,20,18.5,6,CM,KG,1,1,  ,16,KG,1,1,1,336,0.7,7,42,XXX,XXX
10982348,ST,0.3,0.3,KG,0.948,8,11.5,10.3,CM,KG,0.3,0.3,  ,9999,ST,1,1,1,0,,,,XXX,XXX
10982828,ST,0,0,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10983068,ST,0,0,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10983308,ST,0,0,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
